hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr12:66583196-66583696	chr12:66189416-66189916	19.3	21.1	46.5	24.2	39.9	31.0	31.6	20.6	20.2	16.8	21.2	20.0	2.8	10.0	2.8	46.5	24.2	11.0	0.5	N
chr12:68041167-68041667	chr12:67647387-67647887	40.2	42.7	8.3	21.0	26.7	38.7	22.1	59.1	25.7	41.5	45.4	51.4	57.9	36.6	8.3	59.1	37.0	15.3	0.4	N
chr12:72079290-72079790	chr12:71685510-71686010	32.9	26.0	6.5	19.3	7.1	18.3	17.6	23.1	16.2	27.7	51.8	33.7	50.0	3.3	6.5	51.8	25.4	14.0	0.6	N
chr12:72667684-72668184	chr12:72273904-72274404	10.0	21.9	26.9	16.0	9.3	17.9	19.8	28.2	15.5	21.1	23.5	28.9	29.7	36.8	9.3	29.7	20.7	6.8	0.3	N
chr12:75601582-75602082	chr12:75207802-75208302	5.1	4.4	23.7	5.0	1.7	3.0	7.1	5.2	3.8	3.5	7.9	12.4	2.5	16.1	1.7	23.7	6.6	5.8	0.9	N
chr12:76423635-76424135	chr12:76029855-76030355	36.8	9.1	3.2	7.5	8.3	2.7	2.2	3.6	4.2	0.6	13.3	14.9	1.7	19.5	0.6	36.8	8.3	9.7	1.2	N
chr12:77157019-77157519	chr12:76763239-76763739	44.1	24.0	12.3	13.8	21.5	11.1	12.9	13.3	18.1	17.3	42.5	33.3	43.8	12.2	11.1	44.1	23.7	12.8	0.5	N
chr12:81102035-81102535	chr12:80708256-80708756	26.0	10.5	21.0	5.6	2.2	4.5	14.0	1.7	9.1	7.1	4.4	3.3	0.7	41.2	0.7	26.0	8.5	7.7	0.9	Y
chr12:81110726-81111226	chr12:80716947-80717447	61.8	57.3	49.5	45.7	22.2	21.8	44.5	25.4	32.7	48.6	36.0	39.5	35.1	32.5	21.8	61.8	40.0	12.7	0.3	N
chr12:81472070-81472570	chr12:81078291-81078791	4.9	10.6	42.1	12.0	8.6	18.3	14.6	13.2	3.6	7.5	16.8	26.2	9.8	43.8	3.6	42.1	14.5	10.2	0.7	N
chr12:85304201-85304701	chr12:84910422-84910922	16.1	21.8	15.3	13.8	13.5	16.2	12.1	12.5	11.2	4.6	19.9	30.7	20.1	21.0	4.6	30.7	16.0	6.3	0.4	N
chr12:85672379-85672879	chr12:85278601-85279101	21.4	31.4	48.5	21.5	25.0	40.0	47.7	19.5	27.6	15.2	13.6	17.6	7.3	61.5	7.3	48.5	25.9	12.8	0.5	N
chr12:88974461-88974961	chr12:88580684-88581184	5.3	25.1	5.7	11.4	12.4	36.3	15.5	25.4	17.6	4.3	6.1	16.1	8.5	3.8	4.3	36.3	14.6	9.6	0.7	N
chr12:89748669-89749169	chr12:89354892-89355392	30.0	41.8	27.4	54.9	17.5	64.4	38.4	75.1	67.5	52.0	76.4	20.0	55.5	76.3	17.5	76.4	47.8	20.2	0.4	N
chr12:93770966-93771466	chr12:93377190-93377690	2.3	11.0	7.0	9.5	9.4	10.2	10.5	17.9	14.4	26.7	28.3	24.6	8.2	8.3	2.3	28.3	13.9	8.1	0.6	N
chr12:95043052-95043552	chr12:94649276-94649776	12.7	30.0	8.2	22.6	22.5	21.4	16.5	35.9	26.3	8.3	44.1	55.8	41.1	6.9	8.2	55.8	26.6	14.4	0.5	N
chr12:95942907-95943407	chr12:95549131-95549631	42.8	18.0	24.2	29.4	31.6	22.8	33.4	29.8	22.1	16.0	16.5	28.3	28.3	23.7	16.0	42.8	26.4	7.6	0.3	N
chr12:96251521-96252021	chr12:95857743-95858243	65.8	55.8	59.3	51.7	57.6	56.6	64.9	52.3	62.5	30.7	57.4	47.2	9.7	52.2	9.7	65.8	51.6	15.5	0.3	N
chr12:96882787-96883287	chr12:96489009-96489509	19.1	29.8	31.5	24.5	28.3	36.2	27.2	31.5	25.7	13.1	18.3	20.3	29.7	6.7	13.1	36.2	25.8	6.5	0.3	N
chr12:98910553-98911053	chr12:98516775-98517275	7.2	14.5	5.1	10.9	14.8	19.0	10.7	10.2	25.4	12.1	9.1	0.9	4.7	7.1	0.9	25.4	11.1	6.4	0.6	N
chr12:98986694-98987194	chr12:98592916-98593416	23.1	34.2	18.8	25.6	12.6	32.3	25.1	31.3	27.4	57.4	7.1	59.1	45.5	13.7	7.1	59.1	30.7	15.6	0.5	N
chr12:100966794-100967294	chr12:100573016-100573516	12.6	24.4	10.6	21.0	30.7	16.9	22.0	39.4	16.2	23.3	33.0	31.5	33.7	4.5	10.6	39.4	24.3	8.9	0.4	N
chr12:101110364-101110864	chr12:100716586-100717086	16.5	13.6	16.7	14.0	13.0	33.5	19.8	14.5	16.1	18.5	16.5	28.7	10.9	16.7	10.9	33.5	17.9	6.4	0.4	N
chr12:101603888-101604388	chr12:101210110-101210610	13.0	12.1	5.2	14.9	4.4	10.1	11.6	15.4	11.8	10.8	21.3	25.2	14.4	7.1	4.4	25.2	13.1	5.6	0.4	N
chr12:102036254-102036754	chr12:101642476-101642976	18.2	19.0	50.2	12.0	11.6	16.2	23.4	21.0	9.9	17.4	23.9	32.1	10.9	2.7	9.9	50.2	20.4	10.9	0.5	N
chr12:103218121-103218621	chr12:102824343-102824843	10.8	7.8	28.8	7.5	3.8	5.2	11.5	9.7	3.8	8.9	11.2	16.3	3.9	9.7	3.8	28.8	9.9	6.7	0.7	N
chr12:103695591-103696091	chr12:103301813-103302313	44.0	31.2	52.7	25.7	27.7	32.2	47.4	23.9	24.8	37.1	51.5	29.1	13.5	36.6	13.5	52.7	33.9	11.9	0.4	N
chr12:104235274-104235774	chr12:103841496-103841996	5.2	11.6	64.1	38.4	15.0	7.1	14.4	14.0	12.3	20.3	25.9	11.2	0.8	2.5	0.8	64.1	18.5	16.7	0.9	N
chr12:104322518-104323018	chr12:103928740-103929240	4.7	11.4	5.8	5.5	42.6	16.9	15.8	8.4	27.5	7.4	0.0	0.0	1.5	49.2	0.0	42.6	11.3	12.1	1.1	Y
chr12:104609898-104610398	chr12:104216120-104216620	40.5	38.0	38.6	31.0	49.1	32.5	35.3	30.1	32.8	39.7	21.9	22.5	13.5	42.7	13.5	49.1	32.7	9.3	0.3	N
chr12:104696849-104697349	chr12:104303071-104303571	19.6	25.6	9.7	14.6	22.2	14.8	20.6	23.0	16.7	14.4	42.3	24.2	17.4	42.5	9.7	42.3	20.4	8.0	0.4	N
chr12:104852754-104853254	chr12:104458976-104459476	58.0	12.7	54.3	41.1	44.2	27.4	32.7	24.7	43.9	19.8	31.5	0.0	1.8	17.9	0.0	58.0	30.2	18.3	0.6	N
chr12:105352574-105353074	chr12:104958796-104959296	26.3	55.8	16.0	49.9	12.2	34.3	32.8	54.1	67.3	46.1	59.4	54.8	65.5	33.7	12.2	67.3	44.2	18.2	0.4	N
chr12:105477590-105478090	chr12:105083812-105084312	21.6	9.3	19.6	7.2	4.2	7.0	6.3	4.0	3.0	1.6	23.0	9.8	5.3	9.3	1.6	23.0	9.4	7.3	0.8	N
chr12:106978913-106979413	chr12:106585135-106585635	8.0	5.7	10.1	3.8	12.4	7.7	7.2	4.7	3.1	24.0	5.9	4.7	3.5	13.0	3.1	24.0	7.8	5.6	0.7	N
chr12:107348653-107349153	chr12:106954875-106955375	43.8	27.2	46.8	33.9	37.1	54.4	27.9	37.6	18.8	24.4	50.7	53.8	62.5	52.3	18.8	62.5	39.9	13.3	0.3	N
chr12:107711604-107712104	chr12:107317827-107318327	10.9	3.8	4.3	7.6	4.0	4.0	5.9	4.4	2.4	3.7	23.4	20.2	1.1	1.3	1.1	23.4	7.4	6.9	0.9	N
chr12:108239438-108239938	chr12:107845661-107846161	29.5	40.5	27.2	24.9	10.4	21.7	18.1	35.4	20.3	33.9	45.9	50.0	53.3	38.3	10.4	53.3	31.6	13.0	0.4	N
chr12:109162409-109162909	chr12:108768633-108769133	21.2	18.2	8.6	14.6	3.7	33.8	23.0	17.2	21.9	16.0	13.5	2.9	1.4	11.8	1.4	33.8	15.1	9.2	0.6	N
chr12:109548900-109549400	chr12:109111095-109111595	13.1	20.5	7.2	20.5	2.8	8.7	13.1	22.9	4.7	8.5	25.9	22.9	39.1	0.5	2.8	39.1	16.2	10.3	0.6	N
chr12:109729573-109730073	chr12:109291768-109292268	52.7	10.2	6.0	17.2	16.7	17.8	11.1	25.7	11.6	3.6	17.2	25.9	5.5	23.6	3.6	52.7	17.0	12.8	0.8	N
chr12:110154048-110154548	chr12:109716243-109716743	33.3	58.3	77.4	43.3	57.9	41.1	66.1	74.2	57.6	12.1	83.8	93.5	83.3	77.1	12.1	93.5	60.2	23.2	0.4	N
chr12:111181507-111182007	chr12:110743702-110744202	32.7	42.4	39.7	37.9	40.0	43.9	43.2	51.4	39.7	12.1	76.9	67.3	46.7	34.3	12.1	76.9	44.1	15.6	0.4	N
chr12:111475062-111475562	chr12:111037258-111037758	82.2	67.9	43.8	75.4	28.0	51.5	44.5	66.4	55.6	84.6	65.5	70.3	67.6	21.6	28.0	84.6	61.8	16.3	0.3	N
chr12:111840939-111841439	chr12:111403135-111403635	31.9	18.9	45.8	23.6	19.5	27.2	12.7	5.9	21.3	13.7	14.0	0.0	1.5	49.6	0.0	45.8	18.2	12.6	0.7	N
chr12:112449906-112450406	chr12:112012102-112012602	17.4	22.9	25.6	25.2	16.7	37.6	24.6	21.5	41.8	36.6	11.6	23.6	7.8	13.8	7.8	41.8	24.1	9.9	0.4	N
chr12:112818540-112819040	chr12:112380736-112381236	82.5	80.0	19.3	87.0	71.5	80.2	55.2	85.0	81.6	22.5	85.2	81.7	89.7	67.2	19.3	89.7	70.9	23.8	0.3	N
chr12:113013100-113013600	chr12:112575296-112575796	11.8	13.3	19.2	7.8	6.6	8.4	14.8	13.4	5.7	4.8	27.2	26.9	10.6	36.2	4.8	27.2	13.1	7.4	0.6	Y
chr12:113515665-113516165	chr12:113077860-113078360	62.1	21.5	23.4	33.1	67.5	26.9	29.8	35.1	39.9	62.3	85.6	17.5	13.3	12.1	13.3	85.6	39.9	22.4	0.6	N
chr12:113530915-113531415	chr12:113093110-113093610	47.0	19.7	11.2	27.3	42.0	23.1	20.8	20.6	25.2	59.5	76.4	17.7	16.5	6.1	11.2	76.4	31.3	19.3	0.6	N
chr12:113592307-113592807	chr12:113154502-113155002	13.2	7.3	2.3	5.0	5.1	24.9	5.8	8.5	5.0	15.1	7.7	4.9	4.2	5.7	2.3	24.9	8.4	6.1	0.7	N
chr12:113795718-113796218	chr12:113357913-113358413	17.4	23.7	11.4	14.3	6.1	18.7	25.4	37.0	26.3	10.8	19.0	26.3	25.0	2.9	6.1	37.0	20.1	8.3	0.4	N
chr12:113906751-113907251	chr12:113468946-113469446	5.5	4.3	13.2	7.0	5.5	3.8	4.1	3.1	3.5	29.1	10.0	10.8	8.7	8.2	3.1	29.1	8.4	7.0	0.8	N
chr12:114842313-114842813	chr12:114404508-114405008	10.4	9.0	20.5	8.3	5.9	32.3	18.2	17.8	26.2	24.3	13.7	15.2	8.5	23.6	5.9	32.3	16.2	8.0	0.5	N
chr12:114851958-114852458	chr12:114414153-114414653	4.4	5.6	5.7	4.2	2.6	2.0	29.4	3.1	36.9	3.6	3.5	7.3	4.7	6.1	2.0	36.9	8.7	11.0	1.3	N
chr12:114882644-114883144	chr12:114444839-114445339	11.7	16.5	17.8	6.3	2.8	5.5	20.1	6.4	24.8	6.9	9.9	23.9	11.2	32.6	2.8	24.8	12.6	7.3	0.6	N
chr12:115102688-115103188	chr12:114664883-114665383	21.9	20.0	8.0	13.0	7.3	49.4	17.2	19.5	11.3	8.1	5.9	7.0	2.3	43.4	2.3	49.4	14.7	12.1	0.8	N
chr12:115124275-115124775	chr12:114686470-114686970	33.0	39.2	71.2	40.1	12.0	56.1	47.0	35.6	37.7	11.2	15.1	10.2	6.9	62.4	6.9	71.2	31.9	19.9	0.6	N
chr12:115130009-115130509	chr12:114692204-114692704	12.1	24.4	21.2	22.0	5.3	8.0	25.5	11.8	16.5	6.0	7.3	14.1	4.0	3.4	4.0	25.5	13.7	7.6	0.6	N
chr12:115135426-115135926	chr12:114697621-114698121	48.2	23.2	12.1	12.0	6.1	48.4	19.0	15.3	12.5	7.2	6.4	5.9	5.9	11.0	5.9	48.4	17.1	14.9	0.9	N
chr12:115173115-115173615	chr12:114735310-114735810	55.1	36.4	66.4	26.9	11.2	61.3	42.4	24.0	21.0	9.7	6.9	12.7	2.3	79.2	2.3	66.4	29.0	21.6	0.7	N
chr12:116944196-116944696	chr12:116506391-116506891	46.6	50.2	18.0	49.5	25.9	69.6	48.8	62.1	63.3	58.6	74.9	60.6	48.6	26.4	18.0	74.9	52.0	16.0	0.3	N
chr12:117174624-117175124	chr12:116736819-116737319	10.9	7.3	3.1	4.4	2.7	8.3	4.3	19.1	4.6	2.3	14.4	18.5	26.4	6.2	2.3	26.4	9.7	7.7	0.8	N
chr12:117256532-117257032	chr12:116818727-116819227	31.6	16.7	16.1	17.5	22.1	16.2	21.6	18.7	13.4	17.6	19.8	4.6	6.9	25.5	4.6	31.6	17.1	6.7	0.4	N
chr12:117626651-117627151	chr12:117188846-117189346	41.2	52.3	77.1	40.5	43.8	19.4	32.6	59.7	48.4	8.1	91.3	93.3	90.9	69.0	8.1	93.3	53.7	27.6	0.5	N
chr12:117797077-117797577	chr12:117359272-117359772	13.6	18.8	26.0	12.4	62.5	5.9	49.1	11.4	9.8	50.3	16.9	22.6	16.8	15.5	5.9	62.5	24.3	18.0	0.7	N
chr12:119212111-119212611	chr12:118774306-118774806	5.0	4.3	21.2	4.7	1.5	2.2	8.6	4.8	3.6	0.9	7.3	13.1	3.5	9.5	0.9	21.2	6.2	5.5	0.9	N
chr12:119419092-119419592	chr12:118981287-118981787	9.9	3.8	8.3	2.2	2.5	0.8	6.5	5.6	3.2	0.7	10.9	21.0	4.7	7.0	0.7	21.0	6.1	5.5	0.9	N
chr12:119772354-119772854	chr12:119334549-119335049	13.6	26.3	6.9	16.6	11.1	24.2	30.5	30.9	45.0	19.2	25.3	22.4	19.3	5.1	6.9	45.0	22.4	9.9	0.4	N
chr12:120107003-120107503	chr12:119669198-119669698	90.7	75.5	18.7	71.8	52.5	91.1	84.0	97.2	94.4	92.1	92.5	58.0	87.8	48.1	18.7	97.2	77.4	22.6	0.3	N
chr12:120241922-120242422	chr12:119804118-119804618	59.8	61.8	79.4	57.5	28.7	28.2	30.0	55.0	25.1	11.1	91.9	83.9	83.4	54.0	11.1	91.9	53.5	26.6	0.5	N
chr12:120525187-120525687	chr12:120087383-120087883	4.0	13.7	13.5	10.7	3.4	10.8	11.3	26.3	16.2	2.4	8.0	4.3	6.8	2.9	2.4	26.3	10.1	6.5	0.6	N
chr12:120553663-120554163	chr12:120115859-120116359	21.4	30.1	14.4	25.5	31.0	34.2	17.8	38.8	24.9	13.1	22.2	36.0	32.1	4.3	13.1	38.8	26.3	8.2	0.3	N
chr12:120799373-120799873	chr12:120361570-120362070	55.3	9.6	68.9	3.9	48.3	7.6	9.4	4.6	8.4	0.6	8.0	0.0	4.2	1.9	0.0	68.9	17.6	23.3	1.3	N
chr12:120835587-120836087	chr12:120397784-120398284	36.7	56.4	81.1	61.8	62.5	72.5	53.1	71.9	56.0	13.1	73.5	77.5	67.6	76.7	13.1	81.1	60.3	18.5	0.3	N
chr12:121162973-121163473	chr12:120725170-120725670	49.1	24.6	16.8	25.5	20.2	20.8	26.6	25.3	25.0	15.0	45.7	37.6	45.5	22.2	15.0	49.1	29.1	11.5	0.4	N
chr12:121648706-121649206	chr12:121210903-121211403	77.4	60.0	33.8	50.5	29.9	73.8	73.3	76.1	86.4	50.4	64.2	48.1	51.0	39.9	29.9	86.4	59.6	17.4	0.3	N
chr12:121735546-121736046	chr12:121297743-121298243	33.3	35.3	11.9	25.7	31.6	17.5	20.2	32.2	34.7	33.4	30.0	36.0	33.1	52.7	11.9	36.0	28.9	7.7	0.3	Y
chr12:121836881-121837381	chr12:121399078-121399578	43.4	27.1	13.1	19.4	14.3	35.0	24.6	33.7	26.3	27.3	31.6	31.4	27.0	45.4	13.1	43.4	27.2	8.4	0.3	N
chr12:121903964-121904464	chr12:121466161-121466661	29.6	7.1	1.8	5.0	6.9	23.8	4.1	12.4	15.8	5.7	1.1	0.6	0.8	10.5	0.6	29.6	8.8	9.2	1.0	N
chr12:121974029-121974529	chr12:121536124-121536624	5.4	9.8	16.5	12.9	56.4	37.9	34.7	27.1	4.3	1.8	70.0	4.7	33.6	12.2	1.8	70.0	24.2	21.5	0.9	N
chr12:122018671-122019171	chr12:121580766-121581266	49.7	20.2	41.2	11.8	56.3	25.2	22.3	15.8	5.3	5.1	32.8	18.1	13.6	21.3	5.1	56.3	24.4	16.2	0.7	N
chr12:122230904-122231404	chr12:121792998-121793498	56.0	27.2	4.9	18.2	28.8	12.1	35.0	17.1	31.1	44.1	0.1	0.0	1.1	46.4	0.0	56.0	21.2	17.8	0.8	N
chr12:122277802-122278302	chr12:121839896-121840396	58.0	32.3	40.9	46.7	37.7	35.0	40.5	44.2	43.5	30.0	36.6	27.2	8.9	3.4	8.9	58.0	37.0	11.6	0.3	N
chr12:122356316-122356816	chr12:121918410-121918910	8.0	7.4	2.4	4.6	2.0	3.2	13.5	26.2	4.3	3.9	4.6	1.5	1.8	39.3	1.5	26.2	6.4	6.8	1.1	Y
chr12:122515694-122516194	chr12:122077788-122078288	47.7	26.1	5.4	21.4	30.0	37.6	25.3	26.6	21.5	15.9	49.9	49.1	18.8	34.9	5.4	49.9	28.9	13.7	0.5	N
chr12:122709555-122710055	chr12:122225008-122225508	43.7	33.7	25.8	36.3	29.0	26.3	40.2	53.4	36.5	25.1	44.2	24.8	41.5	4.9	24.8	53.4	35.4	9.0	0.3	Y
chr12:123009262-123009762	chr12:122524715-122525215	32.0	44.7	25.0	14.8	22.8	36.5	33.8	43.1	45.9	17.7	22.2	46.2	57.5	39.4	14.8	57.5	34.0	13.0	0.4	N
chr12:123469054-123469554	chr12:122984507-122985007	11.8	35.8	62.1	40.7	22.3	6.8	22.7	16.1	21.5	6.3	59.3	45.0	19.8	54.3	6.3	62.1	28.5	18.6	0.7	N
chr12:123867768-123868268	chr12:123383221-123383721	15.2	25.4	21.7	18.7	10.5	20.9	29.0	36.2	26.1	17.1	49.0	44.5	30.1	3.6	10.5	49.0	26.5	11.3	0.4	N
chr12:124196147-124196647	chr12:123711600-123712100	4.1	9.7	3.2	10.1	1.9	4.0	6.9	9.9	8.5	4.9	19.2	22.2	8.9	1.0	1.9	22.2	8.7	6.0	0.7	N
chr12:124247025-124247525	chr12:123762478-123762978	13.5	20.4	6.3	13.1	15.6	20.5	14.9	13.7	21.8	37.1	24.8	19.4	8.7	7.0	6.3	37.1	17.7	7.8	0.4	N
chr12:124458574-124459074	chr12:123974027-123974527	10.5	15.0	5.2	13.7	5.3	11.4	16.4	27.4	9.8	4.2	25.6	24.0	14.0	7.2	4.2	27.4	14.0	7.7	0.5	N
chr12:124779106-124779606	chr12:124294560-124295060	37.2	27.7	18.0	19.0	31.2	21.7	19.3	21.4	14.0	21.8	35.4	34.9	15.0	16.0	14.0	37.2	24.3	8.0	0.3	N
chr12:124911744-124912244	chr12:124427198-124427698	66.0	60.3	79.5	66.8	60.2	12.5	66.8	59.1	63.3	48.0	89.8	90.7	80.3	71.8	12.5	90.7	64.9	20.1	0.3	N
chr12:124941315-124941815	chr12:124456769-124457269	69.2	48.7	84.9	57.9	88.7	64.4	68.9	51.3	50.8	49.4	14.9	3.3	9.4	76.4	3.3	88.7	50.9	27.0	0.5	N
chr12:124950706-124951206	chr12:124466160-124466660	66.6	56.3	81.1	52.4	89.5	58.9	71.9	39.6	55.6	27.3	1.7	1.9	1.6	62.9	1.6	89.5	46.5	30.1	0.6	N
chr12:125002007-125002507	chr12:124517461-124517961	13.5	13.3	5.8	24.3	1.9	10.5	13.2	23.0	3.6	6.2	63.2	52.2	32.0	64.3	1.9	63.2	20.2	18.9	0.9	N
chr12:125028133-125028633	chr12:124543587-124544087	75.7	65.1	43.2	35.6	67.5	59.3	51.1	57.9	54.1	17.1	91.8	67.6	72.4	68.9	17.1	91.8	58.3	19.0	0.3	N
chr12:125039120-125039620	chr12:124554574-124555074	63.0	33.5	84.0	61.8	80.8	12.1	58.9	31.8	14.3	46.7	31.6	26.3	14.2	64.7	12.1	84.0	43.0	24.8	0.6	N
chr12:125412892-125413392	chr12:124928346-124928846	53.6	19.6	6.2	5.4	44.9	45.9	24.6	18.0	27.7	27.2	15.5	27.9	20.8	23.1	5.4	53.6	25.9	14.7	0.6	N
chr12:125670118-125670618	chr12:125185572-125186072	8.6	4.7	6.9	4.8	9.8	23.0	6.7	5.2	2.9	37.7	8.0	7.6	3.9	4.0	2.9	37.7	10.0	9.7	1.0	N
chr12:126018101-126018601	chr12:125533555-125534055	12.5	23.8	8.4	15.6	14.0	31.5	20.9	24.3	20.8	10.8	13.5	15.4	23.0	6.9	8.4	31.5	18.0	6.6	0.4	N
chr12:126345900-126346400	chr12:125861354-125861854	40.4	24.8	60.8	30.1	20.3	17.4	41.2	28.5	33.7	58.6	38.3	56.0	26.7	32.0	17.4	60.8	36.7	14.4	0.4	N
chr12:127211279-127211779	chr12:126726733-126727233	7.6	5.9	30.8	8.5	2.5	2.0	11.7	2.6	3.7	2.9	14.0	20.5	3.3	31.4	2.0	30.8	8.9	8.6	1.0	N
chr12:129308948-129309448	chr12:128824403-128824903	13.4	16.8	15.5	10.8	16.1	16.6	10.5	17.8	17.3	6.1	35.2	14.9	7.8	14.6	6.1	35.2	15.3	7.1	0.5	N
chr12:130388610-130389110	chr12:129904065-129904565	5.9	5.1	21.5	5.7	1.8	1.6	9.9	5.4	2.2	0.9	11.6	13.2	4.1	12.6	0.9	21.5	6.8	5.9	0.9	N
chr12:130526916-130527416	chr12:130042371-130042871	7.1	9.5	23.3	10.4	4.6	9.2	6.5	6.1	7.5	2.4	12.6	18.8	6.7	4.3	2.4	23.3	9.6	5.8	0.6	N
chr12:130648328-130648828	chr12:130163783-130164283	13.2	28.9	34.5	23.2	13.5	11.3	41.1	18.8	12.0	12.8	12.1	20.5	13.3	62.2	11.3	41.1	19.6	9.7	0.5	Y
chr12:131303094-131303594	chr12:130818549-130819049	60.3	23.3	7.4	27.7	6.1	32.3	15.8	17.0	21.0	26.6	20.5	10.4	6.0	18.1	6.0	60.3	21.1	14.6	0.7	N
chr12:131322704-131323204	chr12:130838159-130838659	10.0	23.5	10.0	19.1	5.4	28.3	11.8	27.3	13.5	10.5	29.1	52.6	41.9	19.1	5.4	52.6	21.8	14.0	0.6	N
chr12:131355595-131356095	chr12:130871050-130871550	15.4	16.1	42.1	19.3	13.2	28.1	16.2	13.9	19.7	7.4	20.4	15.4	21.4	2.1	7.4	42.1	19.1	8.5	0.4	N
chr12:132412839-132413339	chr12:131928294-131928794	23.2	11.6	5.7	12.5	26.1	26.4	14.3	19.2	14.4	19.4	13.7	12.1	13.3	2.6	5.7	26.4	16.3	6.1	0.4	N
chr12:132433353-132433853	chr12:131948808-131949308	32.2	41.4	11.6	34.4	42.8	25.2	38.9	33.0	39.7	44.3	43.1	47.9	26.6	23.2	11.6	47.9	35.5	9.9	0.3	N
chr12:132673494-132673994	chr12:132188949-132189449	28.8	13.4	10.0	13.1	8.3	17.2	11.8	22.1	10.9	16.5	17.4	31.7	19.4	15.5	8.3	31.7	17.0	7.1	0.4	N
chr12:132853944-132854444	chr12:132277358-132277858	68.7	45.5	62.1	52.4	39.7	45.0	23.2	52.9	64.5	26.3	73.6	78.1	77.2	33.2	23.2	78.1	54.6	18.2	0.3	N
chr12:132899800-132900300	chr12:132323214-132323714	32.0	11.5	46.0	19.1	31.8	20.5	23.1	26.9	31.4	32.8	14.7	27.9	13.3	32.8	11.5	46.0	25.5	9.7	0.4	N
chr12:132920118-132920618	chr12:132343532-132344032	60.5	29.7	17.1	27.0	50.3	22.7	34.8	21.8	69.1	65.4	35.5	31.3	21.3	38.0	17.1	69.1	37.4	17.9	0.5	N
chr12:133065344-133065844	chr12:132488758-132489258	46.4	14.9	4.9	13.2	64.4	44.9	22.7	21.5	22.1	39.2	0.3	0.9	0.0	18.8	0.0	64.4	22.7	20.5	0.9	N
chr12:133135397-133135897	chr12:132558811-132559311	76.5	49.7	78.9	57.6	81.1	72.5	69.0	28.4	59.5	56.7	9.7	0.9	5.7	39.3	0.9	81.1	49.7	28.9	0.6	N
chr12:133185238-133185738	chr12:132608652-132609152	28.1	55.8	36.6	48.1	31.4	51.2	47.0	63.5	59.1	70.2	65.3	62.3	70.5	18.6	28.1	70.5	53.0	14.2	0.3	N
chr12:133196369-133196869	chr12:132619783-132620283	37.6	30.9	11.2	24.8	13.9	33.5	26.9	33.5	26.9	27.1	39.0	29.1	29.1	11.2	11.2	39.0	28.0	8.1	0.3	N
chr12:133286261-133286761	chr12:132709675-132710175	12.7	34.0	21.8	28.7	17.8	32.6	38.2	46.0	28.1	23.6	57.6	47.8	25.9	33.2	12.7	57.6	31.9	12.8	0.4	N
chr12:133338988-133339488	chr12:132762402-132762902	19.9	27.3	15.1	21.3	22.0	29.7	26.2	36.2	29.9	16.2	15.3	16.3	22.5	12.4	15.1	36.2	22.9	6.6	0.3	N
chr12:133463308-133463808	chr12:132886722-132887222	10.9	24.2	26.7	17.0	18.3	18.9	27.6	27.9	19.9	5.5	20.4	40.7	28.8	0.4	5.5	40.7	22.1	8.8	0.4	N
chr12:133531643-133532143	chr12:132955057-132955557	27.3	37.4	46.0	36.8	11.6	21.5	24.1	43.9	17.9	6.3	80.7	66.0	61.0	42.8	6.3	80.7	37.0	22.2	0.6	N
chr13:19919086-19919586	chr13:19344946-19345446	30.2	34.4	64.8	40.5	24.5	31.2	37.5	30.9	24.9	37.7	44.3	34.6	25.5	23.0	24.5	64.8	35.5	10.7	0.3	N
chr13:20702818-20703318	chr13:20128679-20129179	3.4	9.4	4.0	8.2	4.1	10.5	7.6	15.4	22.6	5.3	3.6	1.6	0.9	3.3	0.9	22.6	7.4	6.1	0.8	N
chr13:20716138-20716638	chr13:20141999-20142499	24.7	12.9	21.6	12.1	10.9	7.1	39.9	14.0	22.8	12.6	14.7	26.5	18.6	68.9	7.1	39.9	18.3	8.7	0.5	Y
chr13:20768209-20768709	chr13:20194070-20194570	44.7	15.3	29.9	9.0	16.6	15.0	7.0	18.8	20.7	52.1	3.9	9.3	8.1	9.9	3.9	52.1	19.2	14.7	0.8	N
chr13:20805517-20806017	chr13:20231378-20231878	47.9	14.6	22.8	8.1	29.0	25.6	31.8	21.4	21.1	34.0	2.0	3.3	4.0	14.8	2.0	47.9	20.4	13.7	0.7	N
chr13:20875519-20876019	chr13:20301380-20301880	40.3	22.2	56.0	12.4	23.1	18.5	41.9	7.1	16.5	27.2	25.9	25.1	12.1	32.5	7.1	56.0	25.3	13.7	0.5	N
chr13:20989008-20989508	chr13:20414869-20415369	83.0	48.8	19.9	46.2	72.6	38.0	41.5	63.2	46.0	65.5	87.1	68.3	77.7	9.2	19.9	87.1	58.3	19.9	0.3	N
chr13:21296112-21296612	chr13:20721973-20722473	19.5	2.5	1.9	5.5	2.0	2.2	16.0	4.3	1.2	34.7	18.8	10.8	3.3	1.3	1.2	34.7	9.4	10.1	1.1	N
chr13:21520329-21520829	chr13:20946190-20946690	35.4	31.9	54.8	25.5	44.9	45.1	60.7	22.5	25.0	20.4	19.4	32.1	5.1	53.2	5.1	60.7	32.5	15.5	0.5	N
